metric,level,mean,std,count,min,max,question_id,concept_score_raw_mean,concept_score_raw_std,concept_score_raw_count,coherence_raw_mean,coherence_raw_std,coherence_raw_count,relevance_raw_mean,relevance_raw_std,relevance_raw_count,model,concept,coef,layer,steering_type,steering_direction,n_per_question,total_samples
,,,,,,,graphical_56,13.548233938467167,0.0,1.0,88.51209057763725,0.0,1.0,99.9993709169042,0.0,1.0,,,,,,,,
,,,,,,,graphical_57,90.15252449256826,0.0,1.0,93.09307673473205,0.0,1.0,99.99999932085466,0.0,1.0,,,,,,,,
,,,,,,,graphical_58,12.256093548450359,0.0,1.0,94.98063034211637,0.0,1.0,99.99999997413724,0.0,1.0,,,,,,,,
,,,,,,,graphical_59,88.64937307082295,0.0,1.0,95.00816193466939,0.0,1.0,99.99999939984028,0.0,1.0,,,,,,,,
,,,,,,,graphical_60,24.76144692387884,0.0,1.0,94.40170825791695,0.0,1.0,99.99895380591175,0.0,1.0,,,,,,,,
,,,,,,,graphical_61,12.626153271922261,0.0,1.0,88.2230890968018,0.0,1.0,99.85122722163987,0.0,1.0,,,,,,,,
,,,,,,,graphical_62,81.41779271858829,0.0,1.0,94.97393313873387,0.0,1.0,99.99999936666981,0.0,1.0,,,,,,,,
,,,,,,,graphical_63,32.042567958399104,0.0,1.0,94.07408028661426,0.0,1.0,99.99999892693542,0.0,1.0,,,,,,,,
,,,,,,,graphical_64,86.69666490453996,0.0,1.0,92.17447661098164,0.0,1.0,99.99997573981163,0.0,1.0,,,,,,,,
,,,,,,,graphical_65,12.706090801943917,0.0,1.0,89.76867116489764,0.0,1.0,99.99994881265158,0.0,1.0,,,,,,,,
,,,,,,,graphical_66,89.386168358082,0.0,1.0,94.96842114330312,0.0,1.0,99.99999894764571,0.0,1.0,,,,,,,,
,,,,,,,graphical_67,28.898084271830665,0.0,1.0,91.27095237491648,0.0,1.0,99.99999820787211,0.0,1.0,,,,,,,,
,,,,,,,graphical_68,90.39263392506608,0.0,1.0,94.52172211459028,0.0,1.0,99.999999424861,0.0,1.0,,,,,,,,
,,,,,,,graphical_69,11.539173001882547,0.0,1.0,95.26991819498474,0.0,1.0,99.99999824759679,0.0,1.0,,,,,,,,
,,,,,,,graphical_70,3.9756233637742544,0.0,1.0,94.6133794528824,0.0,1.0,99.99999948146952,0.0,1.0,,,,,,,,
,,,,,,,graphical_71,69.51934988551673,0.0,1.0,94.39864350246789,0.0,1.0,99.99995843640663,0.0,1.0,,,,,,,,
,,,,,,,graphical_72,0.5413251970713845,0.0,1.0,90.12077041962705,0.0,1.0,99.99999891317586,0.0,1.0,,,,,,,,
,,,,,,,graphical_73,96.05441018927968,0.0,1.0,94.76166767269962,0.0,1.0,99.99987281360717,0.0,1.0,,,,,,,,
,,,,,,,graphical_74,0.018252333335406937,0.0,1.0,99.96321718767881,0.0,1.0,99.9999999967809,0.0,1.0,,,,,,,,
,,,,,,,graphical_75,39.627187572215774,0.0,1.0,89.45963139462005,0.0,1.0,99.99977250156086,0.0,1.0,,,,,,,,
,,,,,,,graphical_76,20.767461630537017,0.0,1.0,94.90881224490099,0.0,1.0,99.94249514479951,0.0,1.0,,,,,,,,
,,,,,,,graphical_77,18.212338434259323,0.0,1.0,94.85030456262645,0.0,1.0,99.99999800400924,0.0,1.0,,,,,,,,
,,,,,,,graphical_78,0.07017853268938325,0.0,1.0,88.70626987803739,0.0,1.0,99.99951809641054,0.0,1.0,,,,,,,,
,,,,,,,graphical_79,94.20452629860989,0.0,1.0,92.78699181327526,0.0,1.0,99.99999958962647,0.0,1.0,,,,,,,,
,,,,,,,graphical_80,13.920387236563114,0.0,1.0,92.05370807501107,0.0,1.0,99.99999976337932,0.0,1.0,,,,,,,,
,,,,,,,graphical_81,8.239487489867761,0.0,1.0,89.11388672155125,0.0,1.0,99.98429352321816,0.0,1.0,,,,,,,,
,,,,,,,graphical_82,68.979276904911,0.0,1.0,94.52059557650449,0.0,1.0,99.99999932691516,0.0,1.0,,,,,,,,
,,,,,,,graphical_83,30.677166864460442,0.0,1.0,95.02261045694792,0.0,1.0,99.9999997652013,0.0,1.0,,,,,,,,
,,,,,,,graphical_84,5.392950018811993,0.0,1.0,94.88118484324107,0.0,1.0,99.99999965037934,0.0,1.0,,,,,,,,
,,,,,,,graphical_85,16.251089046909023,0.0,1.0,93.35632124819755,0.0,1.0,99.99999309355103,0.0,1.0,,,,,,,,
,,,,,,,graphical_86,91.55449344810181,0.0,1.0,93.08861825836692,0.0,1.0,99.9998599318276,0.0,1.0,,,,,,,,
,,,,,,,graphical_87,18.39537244814691,0.0,1.0,94.80775127623532,0.0,1.0,99.9999980204301,0.0,1.0,,,,,,,,
,,,,,,,graphical_88,1.293612247213819,0.0,1.0,95.1134933991103,0.0,1.0,99.99999298574451,0.0,1.0,,,,,,,,
,,,,,,,graphical_89,43.90435915552408,0.0,1.0,93.65048080488806,0.0,1.0,99.99999954508344,0.0,1.0,,,,,,,,
,,,,,,,graphical_90,25.28442467450701,0.0,1.0,94.98840417796076,0.0,1.0,99.99999854172451,0.0,1.0,,,,,,,,
,,,,,,,graphical_91,14.30872576172906,0.0,1.0,92.78781785902831,0.0,1.0,99.9999420029235,0.0,1.0,,,,,,,,
,,,,,,,graphical_92,68.97305362025385,0.0,1.0,88.71259849665981,0.0,1.0,99.99999671065308,0.0,1.0,,,,,,,,
,,,,,,,graphical_93,12.438006028152266,0.0,1.0,93.65147840984316,0.0,1.0,99.99999097094765,0.0,1.0,,,,,,,,
,,,,,,,graphical_94,14.731904457245175,0.0,1.0,95.12077267732052,0.0,1.0,99.99980766630803,0.0,1.0,,,,,,,,
,,,,,,,graphical_95,8.496194950338076,0.0,1.0,89.09742695112402,0.0,1.0,98.76442663633098,0.0,1.0,,,,,,,,
,,,,,,,graphical_96,86.30874858401855,0.0,1.0,95.02239938349192,0.0,1.0,99.99999730250836,0.0,1.0,,,,,,,,
,,,,,,,graphical_97,24.443156005358148,0.0,1.0,92.73949648753825,0.0,1.0,99.99999740970311,0.0,1.0,,,,,,,,
,,,,,,,graphical_98,31.843213476478788,0.0,1.0,90.61840004399254,0.0,1.0,99.99999302417038,0.0,1.0,,,,,,,,
,,,,,,,graphical_99,25.124169413582802,0.0,1.0,94.7577171373243,0.0,1.0,99.9999999541931,0.0,1.0,,,,,,,,
metadata,metadata,,,,,,,,,,,,,,,,google/gemma-3-27b-it,graphical,3.0,20.0,response,positive,1.0,100.0
