metric,level,mean,std,count,min,max,question_id,concept_score_raw_mean,concept_score_raw_std,concept_score_raw_count,coherence_raw_mean,coherence_raw_std,coherence_raw_count,relevance_raw_mean,relevance_raw_std,relevance_raw_count,model,concept,coef,layer,steering_type,steering_direction,n_per_question,total_samples
,,,,,,,moralizing_49,8.079051440182221,0.0,1.0,88.56328208304423,0.0,1.0,99.99999666833266,0.0,1.0,,,,,,,,
,,,,,,,moralizing_50,14.780651135034141,0.0,1.0,97.44936207438549,0.0,1.0,99.9999999766788,0.0,1.0,,,,,,,,
,,,,,,,moralizing_51,7.0598510680175846,0.0,1.0,94.69219617636318,0.0,1.0,99.9998596137976,0.0,1.0,,,,,,,,
,,,,,,,moralizing_52,61.6114411081615,0.0,1.0,90.12126995078484,0.0,1.0,99.9998389358355,0.0,1.0,,,,,,,,
,,,,,,,moralizing_53,18.961052787797048,0.0,1.0,99.99974196142458,0.0,1.0,99.9999999978618,0.0,1.0,,,,,,,,
,,,,,,,moralizing_54,72.54479103419698,0.0,1.0,99.95758474218573,0.0,1.0,99.9999999984659,0.0,1.0,,,,,,,,
,,,,,,,moralizing_55,77.18336994206206,0.0,1.0,99.91608540211473,0.0,1.0,99.99999999420312,0.0,1.0,,,,,,,,
,,,,,,,moralizing_56,28.009126494138656,0.0,1.0,94.60973880046927,0.0,1.0,99.9999995290564,0.0,1.0,,,,,,,,
,,,,,,,moralizing_57,14.081126433999867,0.0,1.0,99.97603160114959,0.0,1.0,99.99999998107896,0.0,1.0,,,,,,,,
,,,,,,,moralizing_58,7.3171788492410785,0.0,1.0,91.02817088583983,0.0,1.0,99.99999951085286,0.0,1.0,,,,,,,,
,,,,,,,moralizing_59,8.491406840119584,0.0,1.0,92.35696107676479,0.0,1.0,99.99999798950644,0.0,1.0,,,,,,,,
,,,,,,,moralizing_60,9.47219964385854,0.0,1.0,94.97526365656155,0.0,1.0,99.99999953657712,0.0,1.0,,,,,,,,
,,,,,,,moralizing_61,87.39852143407612,0.0,1.0,95.01258676761269,0.0,1.0,99.99999997871801,0.0,1.0,,,,,,,,
,,,,,,,moralizing_62,83.76842474590782,0.0,1.0,99.98553399294411,0.0,1.0,99.99999995410859,0.0,1.0,,,,,,,,
,,,,,,,moralizing_63,0.0003944913002769526,0.0,1.0,99.81207837821992,0.0,1.0,99.99999997865864,0.0,1.0,,,,,,,,
,,,,,,,moralizing_64,79.90429402800136,0.0,1.0,99.9315162052525,0.0,1.0,99.99999999855937,0.0,1.0,,,,,,,,
,,,,,,,moralizing_65,8.645949306895531,0.0,1.0,92.73115623428693,0.0,1.0,99.99999205368246,0.0,1.0,,,,,,,,
,,,,,,,moralizing_66,63.590078203034544,0.0,1.0,99.98736013971808,0.0,1.0,99.99999999880417,0.0,1.0,,,,,,,,
,,,,,,,moralizing_67,0.08524690950188021,0.0,1.0,95.32098955409343,0.0,1.0,99.99999891342935,0.0,1.0,,,,,,,,
,,,,,,,moralizing_68,8.121207656903538,0.0,1.0,96.8204105740473,0.0,1.0,99.99999863232743,0.0,1.0,,,,,,,,
,,,,,,,moralizing_69,69.5480828053228,0.0,1.0,99.99531870456583,0.0,1.0,99.99999998891631,0.0,1.0,,,,,,,,
,,,,,,,moralizing_70,7.206439406121753,0.0,1.0,99.19830504707306,0.0,1.0,99.99999989056214,0.0,1.0,,,,,,,,
,,,,,,,moralizing_71,10.144836463401393,0.0,1.0,92.43957414224883,0.0,1.0,99.99999111576605,0.0,1.0,,,,,,,,
,,,,,,,moralizing_72,14.660385751663675,0.0,1.0,94.95018134306217,0.0,1.0,99.99999997433558,0.0,1.0,,,,,,,,
,,,,,,,moralizing_73,43.60154657532038,0.0,1.0,95.0736675788614,0.0,1.0,99.99999844969295,0.0,1.0,,,,,,,,
,,,,,,,moralizing_74,85.0295877353015,0.0,1.0,92.41258172129906,0.0,1.0,99.99379912700108,0.0,1.0,,,,,,,,
,,,,,,,moralizing_75,40.68612912235336,0.0,1.0,99.99965879178345,0.0,1.0,99.9999999943286,0.0,1.0,,,,,,,,
,,,,,,,moralizing_76,29.50594019462277,0.0,1.0,94.9084635955472,0.0,1.0,99.99999424159851,0.0,1.0,,,,,,,,
,,,,,,,moralizing_77,13.705545715164284,0.0,1.0,99.37955944045196,0.0,1.0,99.999999997988,0.0,1.0,,,,,,,,
,,,,,,,moralizing_78,70.62461816474544,0.0,1.0,99.9959217703921,0.0,1.0,99.99999999453625,0.0,1.0,,,,,,,,
,,,,,,,moralizing_79,64.21365455995256,0.0,1.0,93.0525728168915,0.0,1.0,99.99991571155549,0.0,1.0,,,,,,,,
,,,,,,,moralizing_80,0.4006482319682448,0.0,1.0,94.88437038972782,0.0,1.0,99.99997559417679,0.0,1.0,,,,,,,,
,,,,,,,moralizing_81,0.8661291605993165,0.0,1.0,87.99684573989148,0.0,1.0,99.99999842744664,0.0,1.0,,,,,,,,
,,,,,,,moralizing_82,10.595257965743482,0.0,1.0,92.05350416734116,0.0,1.0,99.9999945910137,0.0,1.0,,,,,,,,
,,,,,,,moralizing_83,65.92936509309202,0.0,1.0,99.99929790662442,0.0,1.0,99.99999999554174,0.0,1.0,,,,,,,,
,,,,,,,moralizing_84,7.986513907627665,0.0,1.0,93.08452984835606,0.0,1.0,99.99999984844541,0.0,1.0,,,,,,,,
,,,,,,,moralizing_85,85.20223865063011,0.0,1.0,95.01689833163792,0.0,1.0,99.99999954502941,0.0,1.0,,,,,,,,
,,,,,,,moralizing_86,9.760127500555766,0.0,1.0,90.82580577643522,0.0,1.0,99.99999647523958,0.0,1.0,,,,,,,,
,,,,,,,moralizing_87,36.23422402333771,0.0,1.0,93.37884319122085,0.0,1.0,99.99997077860975,0.0,1.0,,,,,,,,
,,,,,,,moralizing_88,11.238590663928376,0.0,1.0,96.93911843021141,0.0,1.0,99.99999962846337,0.0,1.0,,,,,,,,
,,,,,,,moralizing_89,7.8943342349756325,0.0,1.0,94.95862377722325,0.0,1.0,99.99999942331966,0.0,1.0,,,,,,,,
,,,,,,,moralizing_90,53.98267429457323,0.0,1.0,89.46924579591054,0.0,1.0,99.99980948979042,0.0,1.0,,,,,,,,
,,,,,,,moralizing_91,10.002719956188232,0.0,1.0,89.22514291557616,0.0,1.0,99.99999307453636,0.0,1.0,,,,,,,,
,,,,,,,moralizing_92,7.986282095472836,0.0,1.0,99.99058192655485,0.0,1.0,99.99999996864227,0.0,1.0,,,,,,,,
,,,,,,,moralizing_93,27.466864657823628,0.0,1.0,98.0959823119413,0.0,1.0,99.99999998394107,0.0,1.0,,,,,,,,
,,,,,,,moralizing_94,65.22533186837754,0.0,1.0,99.99110366632814,0.0,1.0,99.99999998649002,0.0,1.0,,,,,,,,
,,,,,,,moralizing_95,3.958424877175484,0.0,1.0,94.96466770871801,0.0,1.0,99.99999309249003,0.0,1.0,,,,,,,,
,,,,,,,moralizing_96,7.055970703687269,0.0,1.0,95.0184393226056,0.0,1.0,99.99999913486499,0.0,1.0,,,,,,,,
,,,,,,,moralizing_97,75.8820299956486,0.0,1.0,99.98007530622702,0.0,1.0,99.99999999848977,0.0,1.0,,,,,,,,
,,,,,,,moralizing_98,5.838207044728412,0.0,1.0,92.05343572388375,0.0,1.0,99.99999995844827,0.0,1.0,,,,,,,,
,,,,,,,moralizing_99,30.62757417205815,0.0,1.0,94.61898990577855,0.0,1.0,99.99998122546249,0.0,1.0,,,,,,,,
metadata,metadata,,,,,,,,,,,,,,,,google/gemma-3-27b-it,moralizing,0.5,36.0,response,positive,1.0,100.0
